user_id,matches,recomendations,train,eval
U_8649116,0,1,3,1
U_2896447,0,1,3,1
U_4330937,0,2,4,2
U_79039,0,2,5,2
U_79030,0,2,6,2
U_16992,0,2,3,2
U_6687303,0,1,3,1
U_3102779,0,1,3,1
U_6380621,0,1,3,1
U_10472299,1,1,3,1
U_9013261,1,1,3,1
U_98252,0,2,3,2
U_8707589,0,2,3,2
U_183457,0,2,3,2
U_5310783,0,2,6,2
U_8000469,0,2,6,2
U_2673815,0,1,3,1
U_8660235,0,2,5,2
U_8270308,1,2,3,2
U_10236826,0,2,4,2
U_8043286,0,2,4,2
U_9382757,1,2,3,2
U_9220499,0,1,3,1
U_8127782,0,1,3,1
U_9840465,0,2,4,2
U_456802,0,1,3,1
U_7033054,0,3,7,3
U_3783625,0,2,3,2
U_8001679,0,3,6,3
U_1543705,0,2,5,2
U_7972372,0,1,3,1
U_8135508,0,1,3,1
U_10580391,0,2,3,2
U_10215387,0,3,8,3
U_7807469,0,1,3,1
U_7076846,0,6,17,6
U_7076841,0,1,3,1
U_5254443,0,2,3,2
U_490388,0,1,3,1
U_1971565,0,2,3,2
U_9896194,0,2,5,2
U_543194,0,1,3,1
U_7820392,0,2,4,2
U_8517697,0,2,3,2
U_7473316,0,3,9,3
U_8452577,0,2,3,2
U_8452572,0,3,9,3
U_741424,0,3,7,3
U_6333560,0,1,3,1
U_9257744,0,2,4,2
U_11029177,1,1,3,1
U_3694577,0,1,3,1
U_10569371,1,2,5,2
U_10269753,1,2,4,2
U_9593614,0,1,3,1
U_8205712,0,1,3,1
U_8498010,0,1,3,1
U_8451169,0,1,3,1
U_1665765,0,2,5,2
U_2593734,0,2,3,2
U_7993400,1,1,3,1
U_7993407,0,1,3,1
U_8512359,0,1,3,1
U_587586,1,3,7,3
U_2020885,0,2,5,2
U_9224450,0,2,5,2
U_2524815,0,5,13,5
U_7700539,0,2,3,2
U_10000168,0,2,5,2
U_9653548,0,2,3,2
U_1721479,0,2,4,2
U_10512069,0,1,3,1
U_10766914,0,1,3,1
U_6227910,0,2,3,2
U_6227919,0,1,3,1
U_9228244,0,2,3,2
U_9013523,0,1,3,1
U_10639847,0,1,3,1
U_6697212,1,2,3,2
U_9752994,0,2,3,2
U_6610708,0,2,5,2
U_2779934,1,2,6,2
U_10612219,1,1,3,1
U_11621104,0,1,3,1
U_1789,0,1,3,1
U_479004,0,2,3,2
U_1786,0,3,8,3
U_9020181,0,2,3,2
U_4257385,0,1,3,1
U_9701057,0,1,3,1
U_7583168,0,2,5,2
U_6373426,0,2,3,2
U_7059367,0,2,5,2
U_6052466,0,2,6,2
U_9872,0,2,3,2
U_10231842,0,2,3,2
U_8424477,0,2,3,2
U_9482281,0,2,3,2
U_3062816,0,1,3,1
U_6884312,0,2,6,2
U_1085642,0,2,3,2
U_1085646,0,2,4,2
U_721557,0,2,3,2
U_5111121,0,2,3,2
U_6627233,0,2,6,2
U_7139405,0,2,3,2
U_6849220,0,2,5,2
U_541430,0,2,5,2
U_7151979,0,2,4,2
U_8731439,0,2,4,2
U_8377285,0,2,6,2
U_7057387,0,4,9,4
U_6844725,1,2,4,2
U_5712890,0,1,3,1
U_2737831,0,1,3,1
U_1085930,0,1,3,1
U_7944752,0,1,3,1
U_6371942,0,2,3,2
U_7860562,0,1,3,1
U_2025218,0,2,3,2
U_6353005,0,2,5,2
U_9873708,0,2,3,2
U_7564036,0,2,6,2
U_795024,0,1,3,1
U_2965010,0,1,3,1
U_1089197,0,1,3,1
U_11683297,0,2,4,2
U_10533652,0,3,7,3
U_9017927,0,1,3,1
U_7945367,0,2,3,2
U_9550733,0,2,4,2
U_10668978,2,2,3,2
U_2972506,0,3,6,3
U_5728809,0,1,3,1
U_8609285,0,2,3,2
U_3116110,0,1,3,1
U_10134332,0,2,3,2
U_7582693,0,2,4,2
U_5982812,0,2,3,2
U_670053,0,1,3,1
U_11689390,0,2,3,2
U_337336,0,3,6,3
U_8724938,0,1,3,1
U_11626504,0,2,4,2
U_6459556,0,1,3,1
U_2521878,0,1,3,1
U_10737412,0,1,3,1
U_8144528,0,1,3,1
U_6321665,0,1,3,1
U_7837876,0,2,6,2
U_8738664,0,2,4,2
U_8412465,0,2,5,2
U_531512,0,2,3,2
U_7171773,0,2,6,2
U_8874361,0,2,4,2
U_1481795,0,1,3,1
U_4609591,0,2,5,2
U_351689,0,1,3,1
U_5413977,0,1,3,1
U_129887,0,2,5,2
U_7151090,0,4,10,4
U_2049470,0,2,6,2
U_7988769,0,2,6,2
U_292284,0,2,6,2
U_1024683,0,2,3,2
U_683878,1,2,5,2
U_81622,0,6,15,6
U_10151791,0,1,3,1
U_8159395,0,2,5,2
U_9152410,0,2,4,2
U_8850001,0,1,3,1
U_6415066,0,2,3,2
U_7996307,0,1,3,1
U_9453124,0,3,7,3
U_7421241,0,1,3,1
U_3167943,0,1,3,1
U_11042294,0,2,3,2
U_604936,0,11,33,11
U_464458,0,4,9,4
U_285318,0,2,3,2
U_9256859,0,2,4,2
U_4646221,0,3,6,3
U_10293076,1,1,3,1
U_6934233,0,4,11,4
U_11043042,0,1,3,1
U_7120586,0,1,3,1
U_7103390,0,1,3,1
U_10240342,0,2,5,2
U_7579310,0,2,6,2
U_4329975,0,2,5,2
U_8811884,0,2,3,2
U_319657,0,3,7,3
U_7089211,0,1,3,1
U_8580632,0,2,6,2
U_9678752,0,1,3,1
U_5322243,0,1,3,1
U_725080,0,2,3,2
U_7007320,0,2,4,2
U_10142971,0,1,3,1
U_1792568,0,1,3,1
U_2487385,0,1,3,1
U_357828,0,1,3,1
U_102710,0,3,6,3
U_7051118,0,2,6,2
U_8987639,0,2,3,2
U_8859370,0,2,3,2
U_105347,0,1,3,1
U_11509386,0,1,3,1
U_1045848,0,2,6,2
U_2236497,0,3,7,3
U_8650548,0,4,11,4
U_8650546,0,1,3,1
U_1008516,0,1,3,1
U_7538938,0,2,4,2
U_7538935,0,1,3,1
U_6806441,0,2,3,2
U_6376678,0,2,5,2
U_7594921,0,1,3,1
U_7784939,1,1,3,1
U_8010069,0,3,6,3
U_5310947,0,3,6,3
U_9038671,1,1,3,1
U_7402221,0,3,7,3
U_2577295,0,2,5,2
U_5078481,0,2,4,2
U_2481823,0,2,3,2
U_9488719,0,1,3,1
U_1880823,0,4,12,4
U_7111787,0,3,8,3
U_7111783,0,1,3,1
U_8599125,0,2,4,2
U_10636858,0,1,3,1
U_10636854,0,2,4,2
U_2280064,0,2,3,2
U_7136279,0,2,5,2
U_7211778,0,2,5,2
U_2674010,0,2,4,2
U_2713505,0,1,3,1
U_10364343,0,3,9,3
U_7435255,0,1,3,1
U_8017652,0,2,5,2
U_8436195,0,2,3,2
U_9799930,0,1,3,1
U_9166939,0,2,4,2
U_7783524,0,2,3,2
U_7574136,0,2,3,2
U_6323470,0,3,8,3
U_8523085,0,1,3,1
U_8842012,0,1,3,1
U_333394,0,2,3,2
U_6354794,0,3,8,3
U_9734999,0,2,4,2
U_6880757,0,2,5,2
U_678761,0,2,3,2
U_7129813,0,1,3,1
U_10574157,0,2,3,2
U_1067120,0,3,6,3
U_9071391,0,1,3,1
U_7672664,0,1,3,1
U_6360129,0,2,6,2
U_376440,0,7,19,7
U_2545143,0,1,3,1
U_2984298,0,1,3,1
U_8404974,0,1,3,1
U_6950145,0,2,4,2
U_6131909,0,2,5,2
U_8077027,0,2,3,2
U_7972909,0,2,3,2
U_7673477,0,1,3,1
U_6050005,0,2,3,2
U_8780262,0,1,3,1
U_5309847,0,2,3,2
U_1219994,0,2,3,2
U_7198722,0,3,6,3
U_7131039,0,2,4,2
U_4381884,0,2,3,2
U_10472371,1,2,4,2
U_10477470,0,1,3,1
U_5333796,0,1,3,1
U_2470693,0,2,3,2
U_2013340,0,2,4,2
U_8000520,0,1,3,1
U_2520720,0,1,3,1
U_303963,0,1,3,1
U_4442616,0,1,3,1
U_11169389,0,1,3,1
U_10447876,0,2,3,2
U_4291139,0,1,3,1
U_7447293,0,2,3,2
U_7447291,0,1,3,1
U_8872685,0,3,7,3
U_9995388,0,2,3,2
U_6857281,0,2,6,2
U_6857288,0,1,3,1
U_1155721,0,2,3,2
U_9487280,0,2,5,2
U_1788652,0,2,5,2
U_3060022,0,4,10,4
U_9533434,0,1,3,1
U_10547269,0,2,5,2
U_7199397,0,1,3,1
U_8567006,0,1,3,1
U_10215285,1,1,3,1
U_6856451,0,2,3,2
U_2515902,0,3,8,3
U_3133784,0,2,3,2
U_8388691,0,3,6,3
U_5438720,0,2,3,2
U_9532623,0,1,3,1
U_9509033,0,2,6,2
U_8178880,0,2,5,2
U_8423778,0,2,3,2
U_10548095,0,1,3,1
U_8718200,0,2,3,2
U_6679063,0,1,3,1
U_11613633,0,1,3,1
U_2939163,0,2,6,2
U_7408600,0,1,3,1
U_7075962,0,1,3,1
U_459021,0,2,4,2
U_10528623,0,2,3,2
U_9575673,0,2,4,2
U_9195181,0,2,6,2
U_8911259,0,1,3,1
U_8911250,0,1,3,1
U_9310019,0,2,3,2
U_11742656,1,2,3,2
U_270210,0,2,5,2
U_10948844,0,2,3,2
U_4442362,0,1,3,1
U_7204495,0,1,3,1
U_10802719,0,2,4,2
U_320707,0,2,3,2
U_3768379,0,2,4,2
U_7118189,0,2,4,2
U_2020982,0,1,3,1
U_10883950,0,1,3,1
U_732502,0,1,3,1
U_8260743,0,2,3,2
U_9428952,0,1,3,1
U_2539208,0,3,7,3
U_112808,0,5,13,5
U_3778674,0,1,3,1
U_7964263,0,2,6,2
U_2526045,0,1,3,1
U_1680,0,2,3,2
U_9441189,0,2,6,2
U_9272344,0,1,3,1
U_754850,0,1,3,1
U_8266677,0,1,3,1
U_7158331,0,1,3,1
U_7210159,0,2,3,2
U_6733789,0,1,3,1
U_6882543,0,2,6,2
U_9710687,0,1,3,1
U_1079295,0,1,3,1
U_9886223,0,2,3,2
U_10036469,0,5,12,5
U_3243062,0,1,3,1
U_1973153,0,3,7,3
U_2293469,0,1,3,1
U_2815022,0,1,3,1
U_7028093,0,2,3,2
U_6779809,0,1,3,1
U_763534,0,1,3,1
U_3738899,0,1,3,1
U_6486274,0,2,3,2
U_8632374,0,2,5,2
U_7799228,0,2,4,2
U_2491216,0,2,4,2
U_2940409,0,2,5,2
U_2321956,0,2,3,2
U_10140116,0,1,3,1
U_4353990,0,2,5,2
U_6537165,0,1,3,1
U_4654321,0,1,3,1
U_4282294,0,2,4,2
U_1931173,0,1,3,1
U_6864593,0,2,5,2
U_8588906,0,2,5,2
U_10550831,0,2,4,2
U_2545723,0,2,3,2
U_6293302,0,2,5,2
U_7811364,0,2,4,2
U_7138578,0,2,3,2
U_43546,0,1,3,1
U_8512477,0,1,3,1
U_7355123,0,4,9,4
U_10941,0,1,3,1
U_395237,0,3,6,3
U_10195125,0,1,3,1
U_8195144,0,2,4,2
U_5879632,0,1,3,1
U_6379845,0,2,4,2
U_1373040,0,5,13,5
U_125050,0,1,3,1
U_7474452,0,2,4,2
U_716287,0,1,3,1
U_11486270,0,2,5,2
U_8176839,0,1,3,1
U_10461772,0,2,5,2
U_676130,0,1,3,1
U_9684247,0,2,3,2
U_301280,0,2,4,2
U_166423,0,2,5,2
U_7277597,0,1,3,1
U_7824729,0,1,3,1
U_3077559,0,2,6,2
U_5126412,0,1,3,1
U_7721533,0,3,6,3
U_10593960,0,2,3,2
U_291945,0,2,4,2
U_11570536,0,2,6,2
U_6625286,0,1,3,1
U_7401369,0,1,3,1
U_4219754,0,2,3,2
U_10568770,0,3,9,3
U_10905155,1,2,3,2
U_3737004,0,2,5,2
U_9497865,0,2,3,2
U_10447476,0,2,3,2
U_7018198,0,2,3,2
U_6900470,0,2,3,2
U_9077803,0,2,3,2
U_5250684,0,2,3,2
U_7425521,0,2,4,2
U_10611723,0,1,3,1
U_375444,0,1,3,1
U_9817705,0,2,3,2
U_8815894,0,5,15,5
U_2637816,0,1,3,1
U_4746848,0,2,5,2
U_4715417,0,2,4,2
U_1439225,0,2,3,2
U_9811968,0,2,5,2
U_381564,0,1,3,1
U_9042964,0,1,3,1
U_7746542,0,3,6,3
U_7746546,0,1,3,1
U_7403349,1,2,5,2
U_11082560,1,2,3,2
U_8434376,0,2,4,2
U_6256341,0,2,3,2
U_5240301,0,2,5,2
U_9704888,0,1,3,1
U_20261,0,2,3,2
U_6582281,0,1,3,1
U_9041576,0,1,3,1
U_608071,1,3,9,3
U_10458486,0,1,3,1
U_7831078,0,2,6,2
U_2504164,0,2,3,2
U_9708950,0,2,3,2
U_10234098,0,1,3,1
U_355382,0,4,11,4
U_9142092,0,1,3,1
U_7325881,0,2,4,2
U_454095,0,1,3,1
U_2470628,0,3,6,3
U_7791729,0,1,3,1
U_11586174,0,1,3,1
U_9485917,0,1,3,1
U_6112607,0,3,7,3
U_7789915,0,2,3,2
U_10637043,1,1,3,1
U_3805101,0,1,3,1
U_7730184,0,3,8,3
U_8496876,0,1,3,1
U_150045,0,2,3,2
U_10261956,0,1,3,1
U_7954851,0,4,11,4
U_8542964,0,2,5,2
U_9474504,0,2,5,2
U_10746865,0,1,3,1
U_440626,0,8,21,8
U_10788590,0,2,3,2
U_5312467,0,1,3,1
U_8435685,0,2,5,2
U_10129101,1,2,4,2
U_88231,0,1,3,1
U_10716526,1,1,3,1
U_2254037,0,3,8,3
U_7678658,0,2,4,2
U_8859010,0,1,3,1
U_10564189,0,1,3,1
U_1002186,0,1,3,1
U_3363783,0,1,3,1
U_8271871,0,2,3,2
U_9605413,0,2,5,2
U_9582138,0,3,6,3
U_10639685,0,1,3,1
U_513831,0,2,6,2
U_8438639,1,2,3,2
U_9076985,0,2,6,2
U_4419027,0,1,3,1
U_10047978,0,2,3,2
U_6164620,0,2,3,2
U_4204255,0,2,3,2
U_9419162,0,1,3,1
U_11658781,0,1,3,1
U_10136990,0,1,3,1
U_9583185,0,1,3,1
U_12753,0,2,4,2
U_8419364,0,3,9,3
U_10036367,0,1,3,1
U_8456908,0,2,5,2
U_8456906,0,1,3,1
U_9268295,0,1,3,1
U_6587299,0,1,3,1
U_1071695,0,3,6,3
U_10885020,0,1,3,1
U_2933058,1,2,3,2
U_10604717,0,1,3,1
U_8599062,0,1,3,1
U_8418759,0,1,3,1
U_6883289,0,1,3,1
U_6883281,0,2,4,2
U_8798826,0,2,4,2
U_848427,0,2,6,2
U_10884238,0,1,3,1
U_10248105,0,1,3,1
U_606201,0,1,3,1
U_10761112,0,2,4,2
U_338352,0,1,3,1
U_338357,0,5,15,5
U_9376164,0,1,3,1
U_1101031,0,2,3,2
U_10542363,0,1,3,1
U_923366,0,1,3,1
U_10506660,0,3,6,3
U_8188202,0,2,3,2
U_7827813,0,1,3,1
U_3079493,1,2,3,2
U_10557471,0,1,3,1
U_8090811,0,2,3,2
U_8779653,0,2,4,2
U_7551567,0,2,3,2
U_5772218,0,1,3,1
U_10902056,0,2,4,2
U_8039153,0,2,3,2
U_587056,0,2,4,2
U_9610305,0,2,3,2
U_3073877,0,1,3,1
U_5208119,0,2,5,2
U_8998534,0,1,3,1
U_3549933,0,2,5,2
U_3402559,0,1,3,1
U_9514121,0,2,6,2
U_244579,0,1,3,1
U_8380759,0,2,3,2
U_10464685,1,1,3,1
U_10837603,0,2,3,2
U_738693,0,4,9,4
U_6809377,1,2,3,2
U_7672729,0,1,3,1
U_10532282,0,1,3,1
U_1005743,0,1,3,1
U_10471620,0,1,3,1
U_9418832,0,2,3,2
U_180021,0,2,4,2
U_180022,0,1,3,1
U_180025,0,1,3,1
U_11931611,0,2,5,2
U_8127041,0,1,3,1
U_6711640,0,1,3,1
U_8245490,0,1,3,1
U_4651117,0,2,3,2
U_10325471,0,1,3,1
U_9808810,0,2,4,2
U_9973885,0,1,3,1
U_298392,0,2,3,2
U_6822033,0,2,4,2
U_9268313,0,2,3,2
U_9268315,0,2,3,2
U_10144393,0,2,6,2
U_7838858,0,2,5,2
U_6534229,0,2,3,2
U_8830848,0,3,6,3
U_7543227,0,2,5,2
U_8456249,0,1,3,1
U_104962,0,1,3,1
U_9078793,0,6,16,6
U_3120589,1,2,4,2
U_6620012,0,1,3,1
U_7071970,0,1,3,1
U_10807118,0,1,3,1
U_2799366,0,2,5,2
U_6721857,0,2,4,2
U_7417390,0,2,4,2
U_8511074,0,2,5,2
U_6258417,0,2,5,2
U_9464079,0,1,3,1
U_10441537,1,2,4,2
U_8777765,0,1,3,1
U_33359,0,2,4,2
U_1477079,0,2,5,2
U_4440700,0,1,3,1
U_4440701,0,2,4,2
U_6090277,0,1,3,1
U_7146564,0,1,3,1
U_11581073,0,3,9,3
U_5028883,0,4,9,4
U_8569620,0,2,4,2
U_2995767,0,4,12,4
U_711066,0,1,3,1
U_7450220,0,2,3,2
U_8833547,0,2,3,2
U_10030851,0,1,3,1
U_545779,0,2,5,2
U_8178984,0,1,3,1
U_8178989,0,2,3,2
U_7591250,0,1,3,1
U_3114240,0,1,3,1
U_2581967,0,2,4,2
U_6333729,0,3,7,3
U_10177922,1,2,3,2
U_116891,0,1,3,1
U_101948,1,2,4,2
U_7081019,1,3,6,3
U_8179971,0,2,5,2
U_7842860,0,1,3,1
U_8540844,0,3,6,3
U_410990,0,2,3,2
U_3743200,0,1,3,1
U_8800740,0,2,3,2
U_10790494,0,3,6,3
U_816279,0,1,3,1
U_6534562,0,2,3,2
U_8405189,1,1,3,1
U_9517311,0,2,6,2
U_6275453,0,3,6,3
U_11037991,0,1,3,1
U_7805900,0,2,5,2
U_2524615,0,3,8,3
U_593066,0,2,3,2
U_11786082,0,2,3,2
U_10502436,0,1,3,1
U_9385270,0,1,3,1
U_7043071,0,1,3,1
U_8854584,0,2,5,2
U_647649,0,1,3,1
U_8093459,0,2,3,2
U_4780424,0,4,9,4
U_5101716,0,3,7,3
U_10572466,0,1,3,1
U_3296402,0,3,6,3
U_8115859,0,3,6,3
U_603179,0,2,3,2
U_4620120,0,3,6,3
U_5239139,0,2,6,2
U_6901067,0,1,3,1
U_5526963,0,1,3,1
U_8368440,0,1,3,1
U_1946368,0,2,3,2
U_11312149,0,1,3,1
U_8519420,0,1,3,1
U_562706,0,2,4,2
U_2715204,0,2,5,2
U_8601357,0,1,3,1
U_4733889,0,2,3,2
U_236789,0,1,3,1
U_8959799,0,2,3,2
U_11696,0,1,3,1
U_6814545,0,2,3,2
U_8850543,0,4,11,4
U_9551586,0,1,3,1
U_8087447,0,2,3,2
U_10848,0,1,3,1
U_948581,0,1,3,1
U_671404,0,2,3,2
U_1516840,0,2,6,2
U_65166,0,2,3,2
U_318970,0,2,3,2
U_7083629,0,1,3,1
U_9288239,0,1,3,1
U_125938,0,2,5,2
U_1535835,0,2,6,2
U_2243321,0,1,3,1
U_251111,0,2,5,2
U_7143662,0,3,7,3
U_6040462,0,1,3,1
U_7395498,0,1,3,1
U_6723958,0,2,3,2
U_7003879,0,5,13,5
U_1107947,0,2,3,2
U_8059922,0,2,3,2
U_6937751,0,2,3,2
U_9072176,0,1,3,1
U_263377,0,1,3,1
U_1040879,0,2,4,2
U_95655,0,1,3,1
U_9888958,0,1,3,1
U_6692525,0,2,4,2
U_9990931,0,1,3,1
U_8707297,0,2,5,2
U_10299717,0,1,3,1
U_8724049,0,2,5,2
U_8402000,0,1,3,1
U_8402008,0,2,3,2
U_4579528,0,2,6,2
U_1661622,0,2,3,2
U_9065356,0,2,4,2
U_9065352,0,2,6,2
U_2637939,0,2,3,2
U_8773784,0,1,3,1
U_9367991,0,1,3,1
U_11591909,0,3,9,3
U_7971237,0,3,9,3
U_8243520,0,2,5,2
U_7830328,0,2,5,2
U_6681695,0,2,3,2
U_6090699,0,3,7,3
U_3020606,0,3,6,3
U_6720391,0,2,4,2
U_9153837,0,1,3,1
U_721753,0,2,4,2
U_9377055,0,1,3,1
U_1538573,0,1,3,1
U_87114,0,2,3,2
U_7431010,0,1,3,1
U_7283945,0,3,6,3
U_2575760,0,2,6,2
U_6653101,0,2,5,2
U_3199982,0,1,3,1
U_9458953,0,2,3,2
U_8372941,0,2,3,2
U_6664923,0,2,4,2
U_8178543,0,3,7,3
U_3162127,0,2,3,2
U_9938115,0,1,3,1
U_11964639,0,2,3,2
U_4720516,0,1,3,1
U_8368621,1,3,7,3
U_10205314,0,2,5,2
U_9035088,0,2,4,2
U_2909462,0,1,3,1
U_8657787,0,3,8,3
U_9881023,0,2,3,2
U_8415957,0,2,5,2
U_8168115,0,1,3,1
U_268513,0,2,4,2
U_144276,0,2,3,2
U_6583423,0,3,8,3
U_9142860,0,2,3,2
U_1003258,0,2,3,2
U_7798700,0,1,3,1
U_10990761,0,2,3,2
U_7847216,0,2,4,2
U_4387794,0,2,3,2
U_8106111,0,3,7,3
U_10894709,0,1,3,1
U_10894703,0,1,3,1
U_10894705,0,2,3,2
U_8507537,0,1,3,1
U_9069092,0,2,3,2
U_8554056,0,2,3,2
U_6492216,0,2,4,2
U_10284540,0,2,5,2
U_10914189,0,1,3,1
U_8406843,0,1,3,1
U_8406845,1,2,6,2
U_9533042,0,2,5,2
U_6985789,0,4,9,4
U_8370189,0,3,6,3
U_8979073,0,1,3,1
U_9489160,0,2,4,2
U_8962199,0,1,3,1
U_9287696,0,1,3,1
U_10501485,1,1,3,1
U_10524,0,2,3,2
U_10059223,0,2,3,2
U_9081349,0,1,3,1
U_10074678,0,1,3,1
U_8726275,0,2,3,2
U_6518217,0,1,3,1
U_3807550,0,1,3,1
U_9306646,0,2,5,2
U_7980711,0,2,3,2
U_74059,0,6,16,6
U_8405441,0,1,3,1
U_8376521,0,1,3,1
U_8017059,0,3,7,3
U_3223340,0,1,3,1
U_10452717,0,2,5,2
U_2450250,0,2,3,2
U_772587,0,3,8,3
U_8964187,0,2,4,2
U_8127761,0,1,3,1
U_6519046,0,2,6,2
U_8445994,0,3,7,3
U_4459303,0,1,3,1
U_9015605,0,1,3,1
U_9515278,1,2,6,2
U_1101352,0,3,7,3
U_7827971,0,2,3,2
U_8016284,0,2,5,2
U_8857442,0,2,4,2
U_4441939,0,2,3,2
U_2534860,0,1,3,1
U_44547,1,2,3,2
U_9926302,0,5,13,5
U_7634523,1,2,3,2
U_8120515,0,2,6,2
U_3483156,0,1,3,1
U_6149285,0,1,3,1
U_282530,0,1,3,1
U_169047,0,2,3,2
U_484896,0,2,3,2
U_6451430,0,1,3,1
U_8645856,0,1,3,1
U_9918506,0,1,3,1
U_3138599,0,2,5,2
U_2733630,0,1,3,1
U_8844375,0,1,3,1
U_8662822,1,2,4,2
U_215810,0,2,3,2
U_661016,0,4,10,4
U_9973980,0,1,3,1
U_488942,0,2,4,2
U_6822115,0,2,3,2
U_7964119,0,2,3,2
U_7838931,0,3,6,3
U_9829337,0,1,3,1
U_7805341,0,1,3,1
U_6526172,2,5,12,5
U_7012862,0,1,3,1
U_9291682,0,2,3,2
U_8827704,1,3,8,3
U_755756,0,5,14,5
U_1526697,0,2,3,2
U_9448809,0,1,3,1
U_1087358,0,1,3,1
U_2804500,0,2,4,2
U_8777620,0,2,4,2
U_1047175,0,3,8,3
U_7725850,0,2,4,2
U_8413210,0,1,3,1
U_426752,0,2,3,2
U_10785938,0,1,3,1
U_8738671,0,4,9,4
U_4440840,0,1,3,1
U_91210,0,2,3,2
U_1089267,0,2,3,2
U_4440849,0,3,7,3
U_10236041,0,1,3,1
U_72220,0,2,3,2
U_1474308,0,1,3,1
U_11564186,0,1,3,1
U_9327011,0,2,3,2
U_8062472,1,2,5,2
U_8865116,0,1,3,1
U_1641307,0,1,3,1
U_600515,0,1,3,1
U_2901131,0,2,3,2
U_3259904,0,1,3,1
U_2922145,0,2,3,2
U_7436044,0,2,3,2
U_7826284,0,2,3,2
U_7054309,0,3,8,3
U_8883981,0,1,3,1
U_7741346,0,1,3,1
U_386689,0,3,7,3
U_10759047,0,1,3,1
U_5141557,0,1,3,1
U_10042832,0,2,5,2
U_5921481,0,1,3,1
U_4264113,0,2,5,2
U_9428393,0,1,3,1
U_8136705,0,2,5,2
U_6006814,0,1,3,1
U_246268,0,3,6,3
U_3743104,0,4,11,4
U_9564639,0,2,3,2
U_454480,0,6,17,6
U_7040588,0,1,3,1
U_100812,0,2,3,2
U_100816,0,2,6,2
U_9194731,0,1,3,1
U_8260339,0,2,3,2
U_7705796,0,2,3,2
U_7705799,0,2,3,2
U_573721,0,2,3,2
U_2599568,0,2,4,2
U_2599563,0,2,3,2
U_263587,0,2,3,2
U_4580318,0,2,3,2
U_6226182,0,2,3,2
U_8068238,0,1,3,1
U_141586,0,4,11,4
U_7945721,0,4,9,4
U_257115,0,2,3,2
U_7104150,0,3,6,3
U_6159392,0,1,3,1
U_10295781,0,1,3,1
U_10612131,0,1,3,1
U_9498461,0,1,3,1
U_7541516,0,1,3,1
U_112041,0,1,3,1
U_9020553,0,1,3,1
U_1046965,0,2,5,2
U_9255172,0,1,3,1
U_9573720,0,1,3,1
U_5201819,0,1,3,1
U_9268939,0,2,3,2
U_7950735,0,1,3,1
U_2560416,0,3,8,3
U_7066568,0,2,3,2
U_9710084,0,1,3,1
U_1069141,0,2,5,2
U_2050442,0,1,3,1
U_8095000,0,2,3,2
U_6989831,0,3,6,3
U_10789139,0,3,6,3
U_1473272,0,2,4,2
U_9026778,0,1,3,1
U_7144650,0,2,3,2
U_7144658,0,1,3,1
U_2917674,0,2,3,2
U_6690225,0,1,3,1
U_7589376,0,2,3,2
U_7206823,0,2,5,2
U_2577580,0,2,3,2
U_389246,0,3,7,3
U_6480327,1,3,7,3
U_10739216,1,2,5,2
U_2803349,0,2,3,2
U_7073310,0,2,3,2
U_8588709,0,1,3,1
U_8690864,0,3,8,3
U_2659522,0,2,6,2
U_7282746,0,2,5,2
U_8850441,0,2,5,2
U_4442969,0,3,9,3
U_694440,0,2,4,2
U_9338044,0,3,6,3
U_8399135,0,2,5,2
U_7581125,0,1,3,1
U_2949645,0,1,3,1
U_10557882,0,2,3,2
U_18016,0,2,4,2
U_5360771,0,1,3,1
U_4443914,0,7,19,7
U_6148229,0,2,3,2
U_6991067,0,2,3,2
U_7382409,0,3,6,3
U_8156021,0,1,3,1
U_10461538,0,1,3,1
U_1092558,0,1,3,1
U_10361178,1,2,3,2
U_6375562,0,2,6,2
U_8013369,0,1,3,1
U_5401957,0,2,3,2
U_7667001,0,1,3,1
U_6992219,0,1,3,1
U_6901827,0,4,9,4
U_8242203,0,3,7,3
U_3034584,0,1,3,1
U_449367,0,2,6,2
U_10668704,0,1,3,1
U_11484092,0,1,3,1
U_10672191,0,1,3,1
U_2521095,0,2,4,2
U_9077600,0,2,4,2
U_10467997,0,1,3,1
U_9065437,0,1,3,1
U_8444504,0,3,6,3
U_3171265,0,3,7,3
U_2467323,0,1,3,1
U_8043075,0,1,3,1
U_4352917,0,2,3,2
U_3699543,1,2,4,2
U_8877211,0,1,3,1
U_8872595,0,4,9,4
U_164978,0,3,6,3
U_10402182,0,1,3,1
U_9836490,0,1,3,1
U_5223942,0,2,3,2
U_8274145,0,1,3,1
U_340252,0,3,9,3
U_7996002,0,1,3,1
U_7132698,0,1,3,1
U_1078651,0,2,4,2
U_8728527,0,2,5,2
U_9425716,0,2,3,2
U_2943737,0,2,6,2
U_9490510,1,2,4,2
U_8043962,0,1,3,1
U_8437520,0,2,6,2
U_7719197,0,2,4,2
U_6553207,0,1,3,1
U_6093923,0,2,3,2
U_87790,0,1,3,1
U_2318123,0,2,6,2
U_6827251,0,1,3,1
U_8410230,0,2,4,2
U_10995991,0,2,5,2
U_6592364,0,2,3,2
U_7064301,0,2,3,2
U_6718513,0,1,3,1
U_6820064,0,1,3,1
U_9774091,0,1,3,1
U_556987,0,2,6,2
U_10692814,0,1,3,1
U_7271986,0,1,3,1
U_8656262,0,2,3,2
U_9200210,0,2,3,2
U_8274956,0,2,5,2
U_8274954,0,2,4,2
