user_id,matches,recomendations,train,eval
U_3133144,0,1,3,1
U_10111350,0,1,3,1
U_10629569,0,1,3,1
U_10306108,0,2,5,2
U_9255566,0,3,8,3
U_557129,1,2,3,2
U_9113373,0,2,3,2
U_6565166,0,1,3,1
U_6565164,0,2,6,2
U_9329138,0,2,3,2
U_240124,0,1,3,1
U_3159456,0,2,3,2
U_7880860,0,1,3,1
U_1067639,0,2,3,2
U_6569758,0,2,3,2
U_440558,0,3,7,3
U_8987605,0,2,6,2
U_1186209,0,2,3,2
U_527114,0,1,3,1
U_527112,0,2,5,2
U_1968335,0,2,3,2
U_10212589,0,3,9,3
U_13233,0,4,12,4
U_392981,0,2,4,2
U_8803795,0,2,5,2
U_8803797,0,1,3,1
U_173946,0,1,3,1
U_7959642,0,2,5,2
U_7149204,0,2,6,2
U_7652113,0,1,3,1
U_4290025,0,1,3,1
U_8759,0,2,4,2
U_3628695,0,2,6,2
U_2507375,0,2,3,2
U_733398,0,2,3,2
U_8002279,1,2,3,2
U_8378144,0,1,3,1
U_2667388,0,2,5,2
U_10704596,1,1,3,1
U_2709507,0,2,3,2
U_10761224,0,1,3,1
U_10125483,1,1,3,1
U_10603292,0,2,3,2
U_7961033,0,3,6,3
U_7574149,0,1,3,1
U_8420049,0,5,14,5
U_9015874,0,1,3,1
U_9757483,0,1,3,1
U_10526807,1,1,3,1
U_8644851,0,4,9,4
U_9322393,1,3,6,3
U_4485382,0,2,4,2
U_2328422,0,1,3,1
U_10709138,1,1,3,1
U_6347603,0,2,4,2
U_9661139,0,1,3,1
U_4788699,0,1,3,1
U_10232281,0,2,5,2
U_5806810,0,2,3,2
U_6622386,0,2,3,2
U_10658513,0,3,6,3
U_8481885,0,2,3,2
U_9537332,0,3,8,3
U_9537331,0,1,3,1
U_163425,0,1,3,1
U_2642243,0,1,3,1
U_8404924,0,1,3,1
U_7595005,0,2,4,2
U_10851587,0,2,6,2
U_3741085,0,2,3,2
U_2517497,0,2,3,2
U_7099216,0,1,3,1
U_8133095,0,1,3,1
U_10869714,0,3,9,3
U_9013530,0,1,3,1
U_150028,0,2,6,2
U_8419558,0,1,3,1
U_8419550,0,1,3,1
U_5189642,0,2,4,2
U_10403496,0,1,3,1
U_7658361,0,1,3,1
U_7723473,0,6,17,6
U_7025699,0,9,26,9
U_8909387,1,2,3,2
U_10857121,0,2,4,2
U_7120066,0,1,3,1
U_8370285,0,1,3,1
U_8370286,0,1,3,1
U_2007674,0,2,4,2
U_10454803,0,2,5,2
U_506379,0,3,6,3
U_1093268,1,9,25,9
U_5257125,0,1,3,1
U_547228,0,5,14,5
U_10220870,0,1,3,1
U_308545,0,2,3,2
U_7199341,0,2,3,2
U_10040641,0,2,4,2
U_6856404,0,1,3,1
U_6359984,0,1,3,1
U_9093916,0,2,3,2
U_9856304,0,2,3,2
U_9532653,0,3,8,3
U_5927748,0,2,4,2
U_7473264,0,2,4,2
U_7747357,0,2,5,2
U_3240594,0,1,3,1
U_6474658,0,1,3,1
U_6474654,0,2,4,2
U_10791573,0,1,3,1
U_7371471,0,3,7,3
U_9805137,0,1,3,1
U_9495195,0,2,4,2
U_6258430,0,1,3,1
U_7360096,0,6,16,6
U_4381370,0,2,6,2
U_8512408,0,2,3,2
U_2538460,0,1,3,1
U_8275332,0,3,6,3
U_8275337,1,2,5,2
U_7473895,0,1,3,1
U_7430993,0,3,7,3
U_105989,0,2,3,2
U_2848347,0,3,6,3
U_6779785,0,1,3,1
U_5329633,0,1,3,1
U_5570353,0,2,6,2
U_3185118,0,3,7,3
U_10892918,0,2,3,2
U_7059215,0,1,3,1
U_6192829,0,1,3,1
U_4258815,0,2,5,2
U_7986906,0,2,5,2
U_8655968,0,1,3,1
U_1085779,0,2,3,2
U_636396,0,1,3,1
U_1043830,0,2,3,2
U_6990958,0,2,3,2
U_9110756,0,1,3,1
U_8989999,1,2,3,2
U_400545,0,1,3,1
U_9165892,0,2,3,2
U_7139531,0,1,3,1
U_179167,0,2,4,2
U_4603935,0,1,3,1
U_7824327,1,2,4,2
U_10814824,0,2,4,2
U_8568165,0,3,6,3
U_8431305,0,1,3,1
U_689433,1,2,4,2
U_6708836,0,3,8,3
U_6708835,0,2,3,2
U_5159664,0,6,17,6
U_8934872,0,1,3,1
U_8934875,0,3,7,3
U_8656203,0,1,3,1
U_9335179,0,1,3,1
U_2764363,0,1,3,1
U_6828026,0,2,4,2
U_4426138,0,1,3,1
U_1930150,0,2,3,2
U_8514994,0,1,3,1
U_1097032,0,1,3,1
U_7083110,0,2,5,2
U_71609,0,1,3,1
U_6355400,0,2,3,2
U_146736,0,1,3,1
U_8676261,0,4,9,4
U_5309289,0,2,3,2
U_8448358,0,1,3,1
U_212669,0,1,3,1
U_2777056,0,2,4,2
U_8771315,0,2,4,2
U_6723888,0,2,4,2
U_6860541,0,2,3,2
U_8690148,0,2,3,2
U_8488176,0,2,3,2
U_331044,0,2,4,2
U_8658846,1,2,3,2
U_10608800,0,2,5,2
U_7135368,0,1,3,1
U_10472673,0,2,3,2
U_3058354,0,5,15,5
U_7425519,0,2,3,2
U_9307152,0,1,3,1
U_7140495,0,2,4,2
U_9212795,0,1,3,1
U_9479493,0,2,3,2
U_6928640,0,1,3,1
U_8828932,0,5,13,5
U_10580802,0,1,3,1
U_7134710,0,2,3,2
U_10473864,0,2,5,2
U_291595,0,5,15,5
U_156273,0,1,3,1
U_6005732,0,5,12,5
U_1914478,0,1,3,1
U_7746578,0,2,4,2
U_9315996,0,2,3,2
U_9365570,0,1,3,1
U_9597063,0,2,3,2
U_6958548,0,1,3,1
U_158562,0,2,4,2
U_6579475,0,1,3,1
U_7581490,0,2,4,2
U_1197649,0,2,6,2
U_8277516,0,2,6,2
U_7958007,1,1,3,1
U_8443525,0,2,3,2
U_2580244,0,1,3,1
U_2816059,0,2,4,2
U_9719469,0,2,3,2
U_3698569,0,3,8,3
U_425702,0,2,6,2
U_7181054,1,2,3,2
U_1076555,0,2,5,2
U_7064153,0,2,3,2
U_8027850,0,1,3,1
U_9907426,0,1,3,1
U_7089362,0,2,5,2
U_2470593,0,1,3,1
U_8008864,0,2,3,2
U_374521,0,1,3,1
U_374529,0,2,3,2
U_6816034,0,2,6,2
U_207230,0,2,5,2
U_7420476,0,1,3,1
U_1542007,0,1,3,1
U_9634941,0,1,3,1
U_8596483,0,2,3,2
U_8879885,0,2,4,2
U_690840,1,3,6,3
U_6631748,0,2,4,2
U_9869084,0,1,3,1
U_8542939,0,1,3,1
U_11686410,0,1,3,1
U_4296727,0,2,6,2
U_7208087,0,2,3,2
U_11741872,0,2,3,2
U_13312,0,2,3,2
U_389759,0,1,3,1
U_173845,0,2,4,2
U_10276811,0,2,4,2
U_4816969,1,2,3,2
U_269927,0,2,3,2
U_1655717,0,3,7,3
U_1008428,0,2,3,2
U_9419131,0,5,13,5
U_9072858,0,1,3,1
U_10340655,0,2,4,2
U_8419313,0,1,3,1
U_8157169,0,2,4,2
U_2849880,0,5,12,5
U_8196018,0,2,3,2
U_8196012,0,3,8,3
U_2851449,0,2,3,2
U_7948549,0,2,4,2
U_6111527,0,2,3,2
U_8485837,0,2,3,2
U_10608580,0,2,3,2
U_173116,0,5,13,5
U_10604723,0,1,3,1
U_8423592,0,1,3,1
U_9959552,0,2,3,2
U_2280154,0,1,3,1
U_7136526,0,1,3,1
U_8262207,0,2,5,2
U_8354911,0,2,3,2
U_151837,0,2,3,2
U_11009638,0,1,3,1
U_8418764,0,1,3,1
U_7157591,0,4,10,4
U_8091610,0,1,3,1
U_145633,0,3,8,3
U_145635,0,4,10,4
U_1555534,0,2,3,2
U_4377769,0,2,3,2
U_6997194,0,2,3,2
U_8003089,0,2,4,2
U_9376132,0,2,4,2
U_7677321,0,1,3,1
U_7131135,0,2,3,2
U_9075379,0,4,11,4
U_1740164,0,2,5,2
U_8355968,0,2,4,2
U_7474867,0,1,3,1
U_10526904,0,2,4,2
U_9541523,0,2,3,2
U_7551551,0,2,3,2
U_6844303,0,2,3,2
U_8529026,0,1,3,1
U_2824110,0,2,5,2
U_9546138,0,2,5,2
U_9918636,0,3,7,3
U_8513482,0,4,10,4
U_1005779,0,3,8,3
U_7524622,0,2,3,2
U_7524620,0,2,5,2
U_364364,0,2,5,2
U_9917992,0,2,3,2
U_8127097,0,2,3,2
U_1080078,0,2,5,2
U_2784863,0,3,6,3
U_3169985,0,2,5,2
U_3169989,0,2,5,2
U_9990680,0,1,3,1
U_9990686,0,5,12,5
U_6387152,0,1,3,1
U_10097765,1,1,3,1
U_369201,0,1,3,1
U_6765750,0,2,5,2
U_9614758,1,1,3,1
U_10072779,0,2,4,2
U_4307506,0,4,11,4
U_98408,0,3,7,3
U_2739031,0,1,3,1
U_1080431,0,1,3,1
U_7087556,0,1,3,1
U_9440955,0,1,3,1
U_6467186,1,2,3,2
U_7363496,0,2,3,2
U_9914117,0,2,3,2
U_2732856,0,2,3,2
U_2838288,0,1,3,1
U_7694353,0,3,7,3
U_10289614,0,1,3,1
U_11485204,0,2,3,2
U_6081269,0,1,3,1
U_8370384,0,1,3,1
U_108058,0,2,6,2
U_108059,0,1,3,1
U_6504322,0,2,6,2
U_4792328,0,1,3,1
U_6715904,0,1,3,1
U_6715906,0,2,3,2
U_8849693,0,1,3,1
U_1972521,0,2,4,2
U_9534087,0,1,3,1
U_379384,0,6,16,6
U_8395031,0,1,3,1
U_11404917,0,2,6,2
U_78905,0,5,13,5
U_10190253,0,2,5,2
U_6086013,0,2,4,2
U_6713565,0,1,3,1
U_10368286,0,2,3,2
U_9576398,0,1,3,1
U_7450271,0,2,3,2
U_9543348,0,2,4,2
U_10043915,0,2,3,2
U_9803764,0,1,3,1
U_7003594,0,1,3,1
U_7712754,0,2,6,2
U_101973,0,2,5,2
U_544352,0,3,6,3
U_8397494,0,1,3,1
U_9114078,1,2,4,2
U_7990828,0,2,4,2
U_3197377,0,2,4,2
U_6079072,0,2,3,2
U_4558223,0,3,7,3
U_6301183,0,2,5,2
U_592284,0,1,3,1
U_8954124,1,1,3,1
U_8265241,0,1,3,1
U_7833218,0,2,3,2
U_7149828,0,2,5,2
U_415818,0,3,6,3
U_9443631,0,1,3,1
U_7828401,1,2,3,2
U_6495615,0,2,3,2
U_9343753,0,2,4,2
U_110510,0,2,3,2
U_7096793,1,4,12,4
U_9353564,0,1,3,1
U_9673637,0,2,3,2
U_4487447,0,1,3,1
U_7043006,0,2,4,2
U_9811420,0,2,4,2
U_10301654,0,3,9,3
U_10607625,0,1,3,1
U_11815258,0,2,3,2
U_2488804,0,3,7,3
U_569830,0,2,4,2
U_5329919,0,1,3,1
U_8160258,0,1,3,1
U_8458174,0,2,3,2
U_7801830,0,3,7,3
U_68694,0,2,3,2
U_380452,0,2,3,2
U_9090755,0,2,4,2
U_8071798,0,3,8,3
U_3716123,0,1,3,1
U_3716122,0,2,6,2
U_9451576,0,2,5,2
U_10630688,1,1,3,1
U_10630683,0,1,3,1
U_7981517,0,2,5,2
U_6666335,0,1,3,1
U_6901032,0,1,3,1
U_6682343,0,2,6,2
U_9026484,0,1,3,1
U_11013536,0,1,3,1
U_8600794,0,2,4,2
U_11652297,0,3,8,3
U_293322,0,9,24,9
U_293329,0,2,5,2
U_9263611,0,2,4,2
U_8541167,0,2,4,2
U_7794056,0,4,11,4
U_2786342,0,4,12,4
U_8804772,0,1,3,1
U_688361,0,1,3,1
U_8158276,1,2,6,2
U_7696193,0,3,7,3
U_7960065,1,2,5,2
U_6537018,0,2,4,2
U_7139651,0,1,3,1
U_1659354,0,2,5,2
U_42262,0,1,3,1
U_6168215,0,2,5,2
U_8227483,0,1,3,1
U_11984360,0,2,3,2
U_97717,0,2,3,2
U_394119,0,2,4,2
U_11641305,0,1,3,1
U_2590106,0,4,11,4
U_9325354,0,4,12,4
U_8410471,0,1,3,1
U_8475023,0,2,6,2
U_3705473,0,4,12,4
U_677216,1,4,9,4
U_2852442,0,2,4,2
U_7142634,0,2,4,2
U_10300662,0,2,3,2
U_285467,0,2,5,2
U_6923977,0,3,7,3
U_7062220,0,1,3,1
U_8104353,0,2,4,2
U_9550508,0,2,6,2
U_6906570,0,2,3,2
U_19456,0,1,3,1
U_8096671,0,2,3,2
U_10714781,0,1,3,1
U_2460778,0,2,5,2
U_93798,0,1,3,1
U_10737624,0,1,3,1
U_710931,0,1,3,1
U_6698086,0,1,3,1
U_2554341,0,2,4,2
U_7089560,0,2,5,2
U_11333839,0,1,3,1
U_6551261,0,2,3,2
U_8078140,0,3,6,3
U_9185385,0,2,3,2
U_705161,0,1,3,1
U_8935218,0,1,3,1
U_6699926,1,2,4,2
U_2540062,0,3,6,3
U_8367708,0,2,4,2
U_9208000,0,3,7,3
U_2527595,0,1,3,1
U_9916250,0,2,3,2
U_3840158,0,2,6,2
U_497589,0,3,7,3
U_9324417,0,1,3,1
U_10531444,0,1,3,1
U_10523832,0,1,3,1
U_7447676,0,2,4,2
U_87874,0,2,5,2
U_8383888,0,1,3,1
U_7050773,0,1,3,1
U_2791923,0,2,4,2
U_490914,0,2,3,2
U_6707578,0,2,3,2
U_611786,1,2,3,2
U_7446868,0,1,3,1
U_8353180,0,2,3,2
U_8388274,1,2,3,2
U_7142113,0,2,4,2
U_8002529,0,2,4,2
U_162233,0,2,4,2
U_9705903,0,1,3,1
U_417208,0,2,4,2
U_8169154,0,3,6,3
U_279744,0,1,3,1
U_7180078,0,2,3,2
U_7064036,0,4,10,4
U_2334278,0,2,3,2
U_8172915,0,2,3,2
U_2455767,0,2,6,2
U_9442863,0,1,3,1
U_1014890,0,2,4,2
U_8660733,0,1,3,1
U_7181268,0,2,3,2
U_723414,0,2,5,2
U_4663652,0,2,3,2
U_9290757,0,2,3,2
U_6688673,0,3,6,3
U_9686461,0,1,3,1
U_9686464,0,1,3,1
U_8039311,0,1,3,1
U_8039312,0,2,4,2
U_2718961,0,2,3,2
U_6946533,0,2,3,2
U_11686537,0,1,3,1
U_7678768,0,3,8,3
U_8428979,0,1,3,1
U_8520279,0,1,3,1
U_9187747,0,1,3,1
U_1726722,0,2,4,2
U_9489156,0,2,5,2
U_9518140,1,2,3,2
U_2499064,0,2,4,2
U_37322,0,2,5,2
U_9236146,0,1,3,1
U_2411,0,2,4,2
U_7782708,0,1,3,1
U_513055,0,3,8,3
U_10604660,0,1,3,1
U_532448,0,2,3,2
U_730547,0,1,3,1
U_8244278,0,1,3,1
U_2603735,0,1,3,1
U_9074486,0,2,5,2
U_5533178,0,2,5,2
U_9092045,0,1,3,1
U_526819,1,1,3,1
U_7687284,0,2,3,2
U_7552805,0,2,3,2
U_10574528,0,2,4,2
U_1782107,0,1,3,1
U_8173271,0,1,3,1
U_8492537,0,1,3,1
U_9947724,0,1,3,1
U_407213,0,1,3,1
U_8084416,0,2,5,2
U_8372513,0,3,6,3
U_4374092,0,2,4,2
U_6384707,0,2,4,2
U_1992786,0,1,3,1
U_10582213,0,1,3,1
U_7138999,0,2,3,2
U_152689,0,1,3,1
U_5797491,0,4,9,4
U_7475913,0,2,5,2
U_10967012,0,1,3,1
U_4806600,0,3,9,3
U_9773706,0,1,3,1
U_731246,0,1,3,1
U_2811399,0,1,3,1
U_6532445,0,3,6,3
U_9418901,0,2,3,2
U_6625916,0,3,6,3
U_8005368,0,2,5,2
U_9167021,0,1,3,1
U_9802157,0,2,4,2
U_8268062,0,3,7,3
U_9974291,0,1,3,1
U_8120736,0,2,3,2
U_6623576,0,3,6,3
U_3006814,0,1,3,1
U_9270705,0,2,6,2
U_2146338,0,4,11,4
U_9489834,0,1,3,1
U_7693603,0,2,3,2
U_10351681,0,2,4,2
U_6834317,0,2,4,2
U_7829449,0,1,3,1
U_717752,0,2,3,2
U_8428970,0,6,18,6
U_8373639,0,1,3,1
U_10017100,0,2,3,2
U_8000756,1,2,3,2
U_8127867,0,1,3,1
U_10039044,0,1,3,1
U_709907,0,2,6,2
U_8732767,0,2,6,2
U_8991202,0,2,3,2
U_66964,0,2,4,2
U_9019061,0,3,9,3
U_710302,0,3,6,3
U_474366,0,1,3,1
U_700937,0,2,3,2
U_8552569,0,2,6,2
U_1991354,0,1,3,1
U_10610724,0,1,3,1
U_8006669,0,2,5,2
U_10914077,0,2,6,2
U_7053089,0,1,3,1
U_11643554,0,1,3,1
U_10862239,0,1,3,1
U_2739623,0,2,6,2
U_9018384,0,3,8,3
U_2934925,0,2,4,2
U_8827822,0,1,3,1
U_7450313,0,1,3,1
U_9292552,0,2,3,2
U_9481380,0,2,3,2
U_7829538,0,2,3,2
U_8379553,0,3,9,3
U_6599308,0,2,3,2
U_7035440,0,2,3,2
U_741350,0,2,5,2
U_2309356,0,1,3,1
U_2597997,0,3,6,3
U_7998943,0,1,3,1
U_65382,0,3,6,3
U_6936605,0,1,3,1
U_9890937,1,2,3,2
U_134017,0,1,3,1
U_10680419,0,2,3,2
U_624958,0,4,10,4
U_6658162,0,2,5,2
U_8415391,0,2,4,2
U_5974269,0,2,3,2
U_7771937,0,2,4,2
U_7040552,0,2,6,2
U_1475436,0,2,3,2
U_7118358,0,2,3,2
U_7451415,0,3,6,3
U_4730214,0,2,3,2
U_5255473,0,2,3,2
U_3165085,0,1,3,1
U_9255898,0,2,3,2
U_2599531,0,2,3,2
U_10149155,0,1,3,1
U_6196210,0,2,4,2
U_6925985,0,1,3,1
U_8189877,0,3,8,3
U_10567174,0,1,3,1
U_7803505,0,2,5,2
U_10244936,0,3,6,3
U_8162769,1,3,6,3
U_2660089,0,1,3,1
U_569915,0,1,3,1
U_8458095,0,2,6,2
U_477859,0,2,4,2
U_9253303,0,1,3,1
U_4271407,0,2,6,2
U_9222044,0,1,3,1
U_8495434,0,3,9,3
U_6870205,0,1,3,1
U_6424745,0,2,3,2
U_7795386,0,1,3,1
U_8095051,0,2,4,2
U_51050,0,6,17,6
U_8887110,0,1,3,1
U_8887111,0,2,3,2
U_414922,0,3,6,3
U_9068728,0,2,3,2
U_7050234,0,2,3,2
U_9353046,0,1,3,1
U_10551431,0,2,5,2
U_673993,0,1,3,1
U_9268676,0,2,4,2
U_8158313,0,2,4,2
U_5152875,0,1,3,1
U_507680,0,1,3,1
U_8454811,0,2,3,2
U_4289279,0,2,3,2
U_6885096,0,2,3,2
U_7580104,0,2,3,2
U_9758439,0,3,6,3
U_1043187,0,3,9,3
U_9662092,0,1,3,1
U_9338036,0,1,3,1
U_9338031,0,2,3,2
U_8227431,0,1,3,1
U_8546505,0,2,5,2
U_7581170,0,2,6,2
U_10026492,0,2,5,2
U_6571574,0,2,3,2
U_1554195,0,1,3,1
U_7062129,0,2,3,2
U_283915,0,1,3,1
U_2605466,1,2,5,2
U_7130591,0,3,7,3
U_10118933,1,2,3,2
U_11253885,0,2,4,2
U_8571751,0,3,6,3
U_3466951,0,2,3,2
U_9386749,0,2,3,2
U_8018654,0,2,4,2
U_85331,0,1,3,1
U_6860744,0,1,3,1
U_7721349,0,2,3,2
U_10662117,0,2,4,2
U_9459774,1,2,5,2
U_702831,0,2,3,2
U_1899132,0,3,6,3
U_8960702,0,1,3,1
U_8960706,0,2,3,2
U_6019382,0,1,3,1
U_136995,0,2,4,2
U_8151724,0,2,3,2
U_605818,1,2,4,2
U_4602203,0,1,3,1
U_8874054,0,1,3,1
U_8116576,0,1,3,1
U_8724714,0,2,3,2
U_9077635,0,2,5,2
U_9413127,0,3,6,3
U_347219,0,2,6,2
U_6698836,0,2,3,2
U_10569613,0,2,4,2
U_10499698,0,1,3,1
U_1712024,0,3,8,3
U_1712028,0,3,8,3
U_10531544,0,2,3,2
U_8383981,0,1,3,1
U_8152126,0,1,3,1
U_9545976,0,2,3,2
U_11873910,0,2,3,2
U_8058171,0,2,5,2
U_6256115,0,1,3,1
U_8549679,0,3,8,3
U_9614196,0,1,3,1
U_9305479,0,2,5,2
U_9212847,0,1,3,1
U_2529256,0,7,19,7
U_8705340,0,1,3,1
U_8994953,0,2,3,2
U_9504265,0,1,3,1
U_7958206,0,1,3,1
U_654037,0,2,6,2
U_6682913,0,2,3,2
U_7788754,0,2,3,2
U_8660947,0,2,3,2
U_8410269,0,2,3,2
U_902588,0,1,3,1
U_7180111,0,1,3,1
U_7180116,0,2,5,2
U_8121087,0,2,5,2
U_2710776,0,2,5,2
U_8415680,0,2,6,2
U_696626,0,2,3,2
U_6334790,0,5,14,5
U_1573471,1,2,5,2
U_3127897,0,2,3,2
U_144127,0,3,7,3
U_10076460,0,2,3,2
U_7122521,0,2,6,2
U_9815104,0,1,3,1
U_4415458,0,1,3,1
U_718034,0,2,3,2
U_6946415,0,3,9,3
U_6946417,0,1,3,1
U_9307109,0,1,3,1
U_45389,0,2,3,2
U_10600515,0,1,3,1
U_8997642,0,2,3,2
U_420272,0,5,12,5
U_8866021,0,1,3,1
U_9656967,0,2,6,2
U_13517,0,2,4,2
U_13512,0,5,13,5
U_7771975,0,2,3,2
U_6940129,0,1,3,1
U_10516131,1,1,3,1
U_4740409,0,2,4,2
U_9489630,0,2,4,2
U_11265003,0,1,3,1
U_512381,0,2,3,2
U_4817015,0,2,4,2
U_6998608,0,2,3,2
U_2602842,0,2,5,2
U_4658457,0,1,3,1
U_6630329,0,1,3,1
U_7539158,0,1,3,1
U_6599236,0,1,3,1
U_10221543,0,2,3,2
U_8552582,0,2,4,2
U_1071840,0,2,6,2
U_42049,0,1,3,1
U_7979778,0,1,3,1
U_6833906,0,2,5,2
U_3831346,0,2,3,2
U_7211443,0,1,3,1
U_9416908,0,1,3,1
U_8590495,0,1,3,1
U_8376675,0,1,3,1
U_412779,0,2,3,2
U_8108594,0,1,3,1
U_1587256,0,3,9,3
U_8516935,0,2,3,2
U_10547615,0,2,4,2
U_6876773,0,2,6,2
U_176950,0,1,3,1
U_10661017,0,3,9,3
U_8378960,0,1,3,1
U_8378968,0,1,3,1
U_4441848,0,3,6,3
U_4441840,0,1,3,1
U_4441846,0,1,3,1
U_4441847,0,3,8,3
U_7204870,0,4,11,4
U_7738630,0,2,3,2
U_10670296,1,1,3,1
U_9257364,0,1,3,1
U_7634271,0,1,3,1
U_5110374,0,2,4,2
U_6347502,0,3,9,3
U_3112944,0,2,4,2
U_3852481,0,2,3,2
U_7475839,0,2,3,2
U_8554826,0,1,3,1
U_9773402,0,2,5,2
U_465600,0,3,6,3
U_5158763,0,1,3,1
U_8648655,0,1,3,1
U_9334477,0,2,4,2
U_607643,0,4,10,4
U_776545,0,1,3,1
U_886050,1,39,115,39
U_431194,0,2,3,2
U_11821,0,2,4,2
U_11093153,0,1,3,1
U_9829468,0,2,5,2
U_206993,0,2,6,2
U_8776505,0,2,3,2
U_6839178,0,3,6,3
U_10303276,0,2,4,2
U_6823093,0,2,5,2
U_2825816,0,2,4,2
U_9387480,0,2,3,2
U_120433,0,2,3,2
U_212240,1,2,5,2
U_8006724,0,2,3,2
U_7013924,0,2,5,2
U_10173174,0,2,5,2
U_8445161,0,2,4,2
U_7592613,0,1,3,1
U_5926619,0,1,3,1
U_10839585,1,2,3,2
U_638237,0,1,3,1
U_10447657,0,1,3,1
U_6384044,0,3,6,3
U_10094822,0,2,3,2
U_4441182,0,1,3,1
U_3093679,0,2,5,2
U_2907192,0,1,3,1
U_700183,0,1,3,1
U_7725073,0,1,3,1
U_8085403,0,2,5,2
U_8085405,0,1,3,1
U_8159174,0,2,6,2
U_8797323,0,2,4,2
U_3131397,0,2,3,2
U_2240316,0,1,3,1
U_9118422,0,2,3,2
U_3234427,0,5,13,5
U_7198017,0,2,4,2
U_560687,0,2,5,2
U_7842028,0,2,6,2
U_8382492,0,1,3,1
U_6949517,0,1,3,1
U_11950228,0,2,3,2
U_11261189,0,2,6,2
U_10300456,0,2,3,2
U_6398539,0,2,4,2
U_2933364,0,2,3,2
U_1113382,0,3,8,3
U_10676324,0,3,6,3
U_10764685,0,4,10,4
U_161899,0,5,14,5
U_10566202,0,1,3,1
U_7040425,0,2,4,2
U_780407,0,1,3,1
U_123918,0,1,3,1
U_10560654,0,2,3,2
U_9573962,0,1,3,1
U_556695,0,2,6,2
U_8265919,0,1,3,1
U_8244510,0,1,3,1
U_8503774,0,2,3,2
U_10612667,0,1,3,1
U_7840373,0,1,3,1
U_7840379,0,2,5,2
U_4387375,0,2,5,2
U_2294382,0,1,3,1
U_7448077,0,3,6,3
U_5353582,0,2,3,2
U_10382910,0,1,3,1
U_8266546,1,2,3,2
U_323978,0,2,6,2
U_9234088,0,3,6,3
U_7851973,0,1,3,1
U_8177422,0,3,7,3
U_5992495,0,1,3,1
U_2661134,0,2,4,2
U_227752,0,2,6,2
U_2839626,0,4,11,4
U_9273044,0,2,6,2
U_7786226,0,3,9,3
U_4575927,0,2,5,2
U_8443915,0,2,4,2
U_4702894,0,1,3,1
U_2485946,0,1,3,1
U_7399863,0,2,4,2
U_9849099,0,2,3,2
U_10811745,1,1,3,1
U_8094181,0,1,3,1
U_6983474,0,3,6,3
U_10551512,0,2,4,2
U_10551515,0,4,12,4
U_8066000,0,2,3,2
U_220305,0,2,5,2
U_1092701,0,3,7,3
U_5129918,0,2,4,2
U_2503215,0,2,5,2
U_10613966,0,2,4,2
U_6192005,0,2,4,2
U_7797020,0,1,3,1
U_8959964,0,1,3,1
U_9039716,0,2,3,2
U_7580201,0,4,10,4
U_6841451,0,1,3,1
U_6211547,0,4,12,4
U_9529703,0,1,3,1
U_6644202,0,3,6,3
U_682452,0,1,3,1
U_682451,0,2,3,2
U_1571563,0,1,3,1
U_8850718,0,1,3,1
U_10462051,0,1,3,1
U_4375608,0,1,3,1
U_10365153,0,1,3,1
U_10814005,0,2,4,2
U_10496302,0,1,3,1
U_10589944,1,1,3,1
U_6865210,0,2,5,2
U_547325,0,1,3,1
U_10677754,0,1,3,1
U_283835,0,1,3,1
U_154863,0,2,5,2
U_7197546,0,4,9,4
U_2641266,0,1,3,1
U_7664567,0,3,6,3
U_4443827,0,2,3,2
U_10431754,1,2,5,2
U_2508752,0,2,4,2
U_7382534,0,1,3,1
U_17848,0,2,3,2
U_7049473,0,2,3,2
U_8448678,0,1,3,1
U_9463830,0,2,3,2
U_8062114,1,1,3,1
U_8119823,0,1,3,1
U_11877980,0,1,3,1
U_10635044,1,1,3,1
U_9322854,0,1,3,1
U_6901955,0,1,3,1
U_9459614,0,2,6,2
U_10781749,0,2,6,2
U_4166410,0,3,8,3
U_17730,0,6,15,6
U_17739,0,1,3,1
U_10271785,0,1,3,1
U_10271782,0,2,4,2
U_6552252,1,2,4,2
U_7584899,0,1,3,1
U_9506384,0,1,3,1
U_1808996,0,2,3,2
U_28576,0,4,11,4
U_9065500,0,3,8,3
U_341575,0,1,3,1
U_7997323,0,4,10,4
U_9420215,0,1,3,1
U_7134439,0,3,8,3
U_8181747,1,2,3,2
U_16349,0,1,3,1
U_1066572,0,2,6,2
U_2852167,0,2,5,2
U_4261131,0,2,5,2
U_10167828,0,1,3,1
U_578197,0,3,6,3
U_8125900,0,3,6,3
U_10576150,0,1,3,1
U_9686082,0,2,3,2
U_8874884,0,2,3,2
U_8553307,0,1,3,1
U_391330,0,3,7,3
U_6204787,0,2,4,2
U_9487062,0,2,6,2
U_11322378,0,2,4,2
U_9869394,1,1,3,1
U_4185176,0,1,3,1
U_4185172,0,1,3,1
U_9824236,0,2,6,2
U_2145461,0,1,3,1
U_10047472,0,2,5,2
U_7977311,0,2,3,2
U_7147094,0,2,3,2
U_10074140,0,2,6,2
U_139486,0,3,8,3
U_8426026,0,2,4,2
U_7995385,0,1,3,1
U_8673283,0,2,3,2
U_9471794,0,1,3,1
U_9471795,0,1,3,1
U_5823401,0,2,4,2
U_8517754,0,1,3,1
U_8517753,0,1,3,1
U_9549976,0,1,3,1
U_8581079,0,1,3,1
U_10647820,0,1,3,1
U_5845380,0,2,4,2
U_1636478,0,2,3,2
