user_id,num_recomendations,evaluate,matches
U_11404917,2,2,1
U_11406662,3,3,1
U_11408768,2,2,2
U_114100,2,2,1
U_11416651,2,2,1
U_11436,4,4,2
U_1144680,2,2,1
U_11449789,3,3,1
U_11457005,3,3,1
U_11463155,2,2,2
U_11470580,3,3,2
U_11472857,2,2,1
U_11473830,2,2,2
U_11475183,2,2,1
U_11477302,2,2,1
U_11483814,2,2,2
U_11484205,2,2,1
U_114859,2,2,1
U_11485918,2,2,2
U_11486064,2,2,2
U_11486270,2,2,0
U_11486281,2,2,2
U_11486462,4,4,2
U_11486842,2,2,2
U_11487217,2,2,1
U_11487259,2,2,2
U_11487578,3,3,2
U_11487679,2,2,1
U_11488311,4,4,2
U_11488385,2,2,0
U_11489639,2,2,1
U_11490618,2,2,1
U_11490623,2,2,1
U_11491982,2,2,1
U_11492406,2,2,1
U_11493028,2,2,1
U_11493457,3,3,1
U_11494210,2,2,2
U_11495725,3,3,2
U_11505171,2,2,2
U_11506488,3,3,2
U_11511671,3,3,2
U_11540,3,3,2
U_11549807,2,2,2
U_11557355,2,2,1
U_11559208,2,2,1
U_1155978,2,2,1
U_11559804,3,3,3
U_115611,3,3,2
U_11561771,2,2,1
U_11562992,2,2,1
U_11564269,2,2,1
U_11567153,2,2,2
U_1156837,2,2,2
U_11569115,2,2,2
U_1157031,2,2,2
U_11570536,2,2,1
U_1157317,4,4,3
U_11575960,2,2,1
U_11577244,3,3,2
U_11581,2,2,2
U_11581073,3,3,2
U_11583144,3,3,1
U_115840,3,3,1
U_11584753,2,2,1
U_11587503,2,2,1
U_11589253,2,2,1
U_11589618,4,4,2
U_11589827,2,2,1
U_11589835,2,2,2
U_11591448,2,2,1
U_11591718,2,2,2
U_11591909,3,3,1
U_11592922,2,2,1
U_11592969,2,2,2
U_11598079,2,2,1
U_116,2,2,2
U_11600149,6,6,4
U_11602548,2,2,1
U_11607473,2,2,2
U_11609056,9,9,5
U_11610965,2,2,1
U_11611696,3,3,2
U_11612823,2,2,2
U_11617154,2,2,2
U_11621978,2,2,2
U_11623544,2,2,1
U_11623802,3,3,1
U_11624207,2,2,2
U_11624478,3,3,3
U_11625937,2,2,1
U_11626504,2,2,2
U_11628247,2,2,1
U_11629257,2,2,1
U_11629466,3,3,0
U_11630698,2,2,1
U_11632421,2,2,1
U_11634617,2,2,1
U_11635741,3,3,2
U_11635815,2,2,1
U_11639045,2,2,1
U_116434,3,3,1
U_11644320,2,2,1
U_11644332,2,2,1
U_11644427,3,3,2
U_11644520,2,2,1
U_11644659,2,2,2
U_11645115,2,2,1
U_11648062,2,2,1
U_11652247,3,3,2
U_11652297,3,3,1
U_11652852,2,2,2
U_11652981,2,2,1
U_11653254,2,2,1
U_11654078,2,2,2
U_11655174,3,3,3
U_11655820,2,2,1
U_11657426,2,2,1
U_11657474,2,2,1
U_11658073,3,3,2
U_11658816,2,2,2
U_11660216,2,2,0
U_11662034,2,2,1
U_11662876,2,2,1
U_116641,2,2,1
U_11664705,5,5,3
U_11665116,2,2,1
U_11665780,2,2,1
U_11667502,2,2,1
U_11670584,3,3,0
U_11671387,2,2,1
U_11678,4,4,2
U_11678557,2,2,1
U_11683297,2,2,1
U_11684423,2,2,2
U_11685028,4,4,2
U_11687856,2,2,1
U_11690970,2,2,1
U_11693736,2,2,2
U_11696369,2,2,0
U_11699526,2,2,1
U_1169954,2,2,1
U_11700643,3,3,1
U_11701809,2,2,1
U_11703499,2,2,2
U_11703769,2,2,1
U_11703838,2,2,1
U_11709017,2,2,1
U_11711,3,3,2
U_11712988,3,3,2
U_11717279,2,2,1
U_11718180,2,2,1
U_11720567,2,2,2
U_11724418,2,2,2
U_11728186,2,2,1
U_117286,3,3,0
U_117310,2,2,1
U_11737668,2,2,1
U_11744388,2,2,2
U_11745275,2,2,1
U_11750221,3,3,2
U_11755929,2,2,1
U_11760612,3,3,1
U_11767289,2,2,2
U_11768070,2,2,1
U_11768717,2,2,1
U_11769667,2,2,0
U_11774786,3,3,2
U_117825,2,2,2
U_11785868,2,2,1
U_11786666,2,2,2
U_11787011,2,2,2
U_11787870,3,3,3
U_11790327,11,11,5
U_117913,2,2,1
U_11791973,2,2,2
U_11793061,2,2,1
U_11793851,2,2,1
U_11795214,2,2,1
U_11801475,2,2,2
U_11801951,2,2,1
U_11805010,2,2,2
U_11809158,3,3,2
U_11818314,2,2,2
U_11818465,2,2,1
U_11818516,2,2,1
U_11821,2,2,2
U_11828317,3,3,1
U_11833554,2,2,1
U_11834560,2,2,1
U_11837,3,3,2
U_118375,2,2,2
U_11840353,2,2,1
U_11841060,3,3,2
U_11842033,3,3,2
U_11851751,2,2,0
U_11853345,3,3,3
U_118535,3,3,2
U_1185839,2,2,2
U_11859651,2,2,1
U_1186061,2,2,2
U_11862028,2,2,2
U_1186262,2,2,2
U_11864108,3,3,1
U_1186735,3,3,2
U_1186840,2,2,2
U_1186858,5,5,3
U_1187037,2,2,2
U_118711,5,5,3
U_1187136,2,2,2
U_118726,3,3,1
U_11873885,3,3,1
U_11875645,2,2,1
U_11875950,2,2,2
U_11876209,3,3,2
U_11877557,2,2,1
U_11886294,4,4,2
U_1188678,3,3,2
U_11891,2,2,1
U_11902339,3,3,1
U_11903829,3,3,1
U_11904420,2,2,1
U_11904605,2,2,2
U_11906816,2,2,1
U_11906873,2,2,1
U_11925636,2,2,1
U_11928697,2,2,1
U_11931611,2,2,1
U_11939046,2,2,1
U_1193958,2,2,2
U_11939823,2,2,2
U_11946081,2,2,1
U_11956308,2,2,2
U_11965134,2,2,1
U_1197315,3,3,1
U_11973228,2,2,1
U_1197333,4,4,1
U_1197433,2,2,1
U_1197458,7,7,5
U_11974594,2,2,1
U_11976295,2,2,1
U_1197649,2,2,2
U_11976936,2,2,1
U_11978456,2,2,2
U_1197934,2,2,2
U_11979445,2,2,2
U_119795,3,3,2
U_1198007,2,2,2
U_11982034,2,2,2
U_1198574,3,3,2
U_1199235,3,3,2
U_1200995,3,3,2
U_1201451,3,3,2
U_1201705,5,5,4
U_1201709,3,3,2
U_1202632,2,2,1
U_120301,3,3,2
U_120327,3,3,2
U_120350,2,2,2
U_120369,8,8,6
U_1204771,3,3,2
U_120588,2,2,1
U_120642,3,3,2
U_120661,18,18,6
U_120678,2,2,2
U_121092,3,3,1
U_121477,2,2,2
U_121595,4,4,2
U_122070,3,3,2
U_122116,2,2,2
U_122256,3,3,2
U_12233,3,3,2
U_1223717,2,2,1
U_1224727,4,4,3
U_1224867,2,2,2
U_122587,2,2,2
U_122589,2,2,2
U_1227185,2,2,2
U_12283,4,4,4
U_1229301,2,2,2
U_1230174,2,2,2
U_1230869,2,2,1
U_1230884,2,2,2
U_123142,2,2,2
U_123146,3,3,1
U_1231558,3,3,2
U_123170,2,2,2
U_123246,3,3,2
U_123276,2,2,2
U_1234070,2,2,1
U_124059,3,3,1
U_124259,4,4,3
U_1244503,2,2,1
U_124509,2,2,2
U_12459,2,2,1
U_12466,4,4,3
U_125240,2,2,2
U_12541,2,2,2
U_125490,2,2,2
U_125514,4,4,3
U_125561,4,4,3
U_125605,4,4,2
U_125785,2,2,1
U_125938,2,2,2
U_125964,5,5,3
U_125991,2,2,2
U_126146,2,2,2
U_126211,3,3,2
U_126273,4,4,2
U_126466,2,2,1
U_126474,2,2,2
U_126482,4,4,3
U_126522,3,3,3
U_126524,2,2,2
U_1268067,4,4,2
U_12682,2,2,1
U_126901,2,2,2
U_127103,2,2,2
U_127117,3,3,1
U_127179,3,3,3
U_127226,4,4,3
U_127262,2,2,1
U_127277,2,2,2
U_12753,2,2,2
U_1275332,14,14,6
U_1275904,2,2,0
U_127850,3,3,1
U_127925,3,3,2
U_12807,5,5,4
U_128158,4,4,1
U_1281977,2,2,2
U_128461,3,3,2
U_128503,3,3,2
U_12857,2,2,2
U_1290513,2,2,1
U_129088,4,4,3
U_129169,4,4,4
U_129195,2,2,1
U_129243,5,5,3
U_129887,2,2,1
U_129948,2,2,2
U_129958,2,2,1
U_1300861,2,2,1
U_130246,5,5,3
U_130417,2,2,0
U_130422,2,2,2
U_130573,4,4,4
U_13059,4,4,3
U_130627,2,2,1
U_130726,2,2,1
U_130749,2,2,2
U_13086,13,13,4
U_130937,3,3,1
U_131074,2,2,2
U_131618,3,3,2
U_131675,3,3,0
U_131938,4,4,3
U_132084,2,2,2
U_132178,2,2,0
U_132223,2,2,1
U_13233,4,4,4
U_132414,2,2,2
U_132420,2,2,2
U_132488,2,2,1
U_132931,9,9,3
U_1330400,3,3,3
U_1332,3,3,2
U_133215,3,3,1
U_133334,4,4,1
U_133546,2,2,2
U_133696,3,3,2
U_133836,7,7,5
U_134052,3,3,2
U_1341,2,2,2
U_13414,2,2,1
U_13416,2,2,1
U_134292,5,5,3
U_1343047,2,2,2
U_134354,2,2,1
U_134762,2,2,1
U_13512,5,5,3
U_13517,2,2,1
U_135292,3,3,3
U_135323,2,2,1
U_135390,2,2,2
U_13562,2,2,1
U_135644,2,2,2
U_136018,4,4,3
U_136049,3,3,2
U_136212,2,2,2
U_136219,3,3,2
U_1364242,4,4,1
U_1364582,2,2,2
U_136598,4,4,3
U_1366423,3,3,2
U_1366503,2,2,2
U_1366972,3,3,2
U_136719,7,7,3
U_1367450,2,2,2
U_1368602,2,2,1
U_1369035,2,2,1
U_136912,2,2,2
U_136995,2,2,2
U_1370362,4,4,2
U_1370477,2,2,1
U_1372026,2,2,2
U_1372117,3,3,1
U_1372620,3,3,2
U_137267,2,2,2
U_1372880,2,2,2
U_1373040,5,5,3
U_137471,2,2,2
U_1374924,3,3,3
U_1376475,2,2,1
U_1376990,3,3,1
U_138129,6,6,3
U_138142,2,2,1
U_138163,6,6,3
U_138238,2,2,2
U_138356,2,2,1
U_138468,4,4,3
U_138661,2,2,2
U_138676,2,2,2
U_138783,2,2,2
U_138929,2,2,1
U_139112,3,3,2
U_13922,2,2,1
U_139290,3,3,3
U_139328,5,5,3
U_139486,3,3,2
U_13949,3,3,3
U_139575,4,4,3
U_139630,2,2,2
U_139806,3,3,3
U_13988,4,4,2
U_139912,2,2,1
U_13997,3,3,3
U_1401954,2,2,2
U_1401955,2,2,2
U_140309,3,3,2
U_140323,2,2,2
U_140564,2,2,0
U_140789,2,2,1
U_140838,3,3,2
U_14126,3,3,2
U_141586,4,4,2
U_141857,3,3,1
U_142521,3,3,2
U_14282,2,2,1
U_14311,2,2,1
U_1432680,3,3,2
U_1432687,2,2,1
U_1432892,2,2,1
U_143319,8,8,3
U_143474,3,3,1
U_1435365,5,5,3
U_1436027,2,2,1
U_143647,2,2,1
U_1436500,2,2,2
U_1437553,2,2,1
U_1438,3,3,3
U_1438650,4,4,2
U_14396,3,3,2
U_143998,5,5,4
U_1440032,2,2,2
U_144127,3,3,1
U_1441587,4,4,3
U_1441962,3,3,1
U_1442286,2,2,1
U_1443367,5,5,3
U_1443689,5,5,2
U_14482,2,2,2
U_14491,2,2,1
U_1450516,2,2,2
U_145072,2,2,1
U_1451399,2,2,2
U_1452475,2,2,1
U_1452505,2,2,1
U_1452644,2,2,2
U_1452660,2,2,1
U_145282,2,2,1
U_145478,2,2,1
U_145597,2,2,2
U_145633,3,3,2
U_145635,4,4,3
U_1456661,3,3,3
U_1457299,2,2,2
U_1458350,2,2,2
U_1458718,3,3,2
U_1460109,2,2,1
U_1460195,5,5,3
U_1460240,2,2,2
U_1460602,3,3,2
U_1460619,5,5,3
U_1460684,2,2,1
U_1460703,2,2,2
U_1460819,5,5,2
U_1460850,3,3,2
U_1461356,3,3,2
U_1461528,2,2,2
U_1462037,3,3,2
U_1462202,2,2,2
U_146321,10,10,5
U_146495,3,3,3
U_1466985,2,2,1
U_1467457,3,3,3
U_146964,3,3,1
U_1471142,3,3,2
U_1471144,2,2,2
U_1471194,2,2,1
U_1471553,3,3,2
U_1472392,4,4,4
U_1472565,2,2,2
U_1472691,2,2,1
U_1473272,2,2,1
U_1473652,2,2,1
U_1473934,2,2,2
U_1475416,2,2,2
U_1475441,5,5,3
U_1475604,4,4,2
U_1475696,2,2,1
U_14760,2,2,2
U_1476275,3,3,2
U_1476352,4,4,3
U_1476370,2,2,1
U_1476670,3,3,2
U_1477079,2,2,0
U_1477342,3,3,2
U_147796,2,2,2
U_1478068,2,2,2
U_147991,9,9,2
U_1480373,5,5,2
U_1480661,3,3,2
U_1480696,2,2,2
U_1480761,2,2,0
U_148087,2,2,1
U_1481176,2,2,2
U_1481510,2,2,2
U_148200,2,2,1
U_1482078,3,3,2
U_1482083,2,2,1
U_1482101,2,2,2
U_148216,2,2,2
U_1482207,4,4,2
U_1482272,2,2,2
U_1482572,2,2,2
U_148298,2,2,2
U_1484895,4,4,2
U_1484944,2,2,2
U_1484993,2,2,2
U_148566,4,4,2
U_1487700,3,3,2
U_1487943,12,12,3
U_1488243,2,2,2
U_1488496,6,6,2
U_148866,2,2,2
U_1488725,3,3,2
U_1488855,3,3,2
U_1489041,2,2,2
U_1489509,5,5,3
U_1489676,2,2,2
U_1490136,2,2,0
U_1490196,3,3,2
U_1492394,2,2,1
U_1492502,2,2,2
U_1492822,3,3,2
U_1493039,2,2,1
U_1493687,2,2,2
U_14963,2,2,1
U_14980,2,2,2
U_149849,3,3,3
U_150028,2,2,2
U_15009,3,3,2
U_1502729,2,2,2
U_150400,5,5,3
U_150406,3,3,3
U_1506930,4,4,3
U_1506992,2,2,2
U_1507036,3,3,1
U_1507344,2,2,2
U_1507453,3,3,2
U_1507801,2,2,2
U_1508422,2,2,1
U_1508733,2,2,1
U_1508798,3,3,2
U_150949,2,2,1
U_1509566,6,6,1
U_150959,2,2,2
U_1509611,2,2,1
U_1509999,5,5,3
U_1510721,2,2,2
U_1510757,6,6,2
U_151080,2,2,2
U_1511034,2,2,1
U_1511580,3,3,2
U_151190,2,2,2
U_1512135,3,3,2
U_151230,2,2,2
U_1512421,7,7,3
U_1512468,3,3,2
U_1512591,2,2,1
U_1512892,2,2,1
U_151671,4,4,2
U_1516768,2,2,2
U_1516840,2,2,1
U_1517437,2,2,2
U_1518079,4,4,1
U_1518839,3,3,2
U_151933,5,5,2
U_1519409,2,2,1
U_1519580,2,2,2
U_1520227,2,2,1
U_152026,2,2,1
U_1520471,2,2,1
U_152069,2,2,1
U_152172,2,2,2
U_1522351,2,2,2
U_1523052,3,3,3
U_152309,2,2,2
U_1524770,2,2,1
U_1524778,4,4,3
U_1524935,2,2,2
U_1524973,2,2,1
U_1525145,3,3,2
U_1525661,3,3,3
U_1526001,2,2,1
U_1526325,2,2,2
U_1526648,2,2,1
U_1526854,2,2,1
U_1527217,2,2,2
U_152764,2,2,2
U_1528086,3,3,2
U_152856,2,2,2
U_1529957,2,2,2
U_153089,2,2,1
U_1531285,2,2,2
U_1531854,2,2,2
U_1532099,3,3,0
U_1532433,2,2,2
U_153265,4,4,3
U_1532891,5,5,3
U_153359,2,2,2
U_1533617,2,2,2
U_1533796,2,2,1
U_1534127,3,3,3
U_1534394,2,2,2
U_1534396,3,3,2
U_1535399,2,2,2
U_1535458,2,2,2
U_1535727,3,3,2
U_1535835,2,2,2
U_1536425,2,2,1
U_1536567,2,2,1
U_153700,2,2,2
U_1537018,2,2,1
U_1537061,3,3,2
U_1537664,4,4,3
U_1537715,2,2,1
U_1538125,2,2,2
U_1538346,3,3,3
U_1538793,2,2,1
U_1539463,2,2,1
U_153967,2,2,1
U_1540134,3,3,3
U_1540431,2,2,2
U_154067,3,3,2
U_1541197,2,2,2
U_1541463,2,2,2
U_1542752,2,2,2
U_154291,2,2,1
U_1543016,5,5,3
U_1543031,3,3,2
U_1543211,2,2,2
U_15437,2,2,2
U_1543705,2,2,1
U_15443,2,2,2
U_1545040,4,4,3
U_1545092,2,2,2
U_1545421,2,2,1
U_1545433,3,3,3
U_1545769,2,2,2
U_154610,2,2,1
U_1546404,2,2,1
U_1546482,2,2,2
U_154662,2,2,2
U_1547033,2,2,2
U_1547098,2,2,2
U_1547128,2,2,2
U_154840,2,2,2
U_154863,2,2,2
U_154989,5,5,3
U_155011,2,2,2
U_1553723,2,2,2
U_1553803,4,4,2
U_1554051,2,2,1
U_1554137,3,3,3
U_1554174,5,5,3
U_1554210,11,11,8
U_1554631,3,3,2
U_1555346,2,2,1
U_1555465,2,2,1
U_155610,5,5,2
U_1556110,4,4,2
U_155644,4,4,3
U_155649,4,4,1
U_155689,2,2,1
U_1557328,3,3,1
U_155802,2,2,1
U_155856,2,2,2
U_15623,2,2,1
U_156554,2,2,1
U_156817,4,4,3
U_156859,2,2,1
U_156938,2,2,1
U_156965,2,2,2
U_156993,2,2,2
U_1571884,2,2,1
U_15721,4,4,3
U_1572227,5,5,2
U_1572285,2,2,1
U_1572463,2,2,2
U_1572473,5,5,5
U_1573471,2,2,1
U_1573523,3,3,1
U_1573607,2,2,1
U_157476,2,2,2
U_1575836,2,2,1
U_157584,2,2,1
U_1576140,2,2,2
U_1576209,2,2,2
U_1576492,2,2,2
U_1576803,3,3,2
U_1577185,4,4,2
U_1577567,3,3,1
U_1578762,2,2,1
U_1579289,3,3,3
U_1579325,2,2,1
U_1579832,2,2,1
U_15799,3,3,2
U_1579957,2,2,2
U_158046,4,4,3
U_1580670,4,4,3
U_1580694,5,5,4
U_1580956,4,4,4
U_158104,2,2,1
U_1581114,2,2,2
U_1581143,3,3,3
U_1581160,3,3,1
U_1581226,3,3,3
U_1581369,3,3,2
U_1581828,3,3,3
U_1582096,3,3,1
U_1582219,4,4,3
U_1582537,2,2,1
U_1582802,3,3,1
U_158281,2,2,2
U_1583016,2,2,2
U_1583813,2,2,2
U_1583894,4,4,3
U_1583926,3,3,1
U_1584661,2,2,1
U_1585185,2,2,1
U_158527,2,2,1
U_1585379,3,3,1
U_158562,2,2,2
U_1585819,2,2,2
U_1585960,2,2,2
U_1586965,2,2,2
U_1587088,2,2,1
U_1587256,3,3,2
U_1588260,3,3,2
U_1588369,2,2,0
U_1588433,2,2,2
U_1588461,3,3,2
U_1588522,2,2,2
U_1588594,3,3,2
U_1588675,2,2,2
U_1588752,2,2,2
U_1589266,2,2,1
U_1589283,2,2,2
U_1589895,2,2,1
U_1590036,2,2,1
U_159044,2,2,2
U_1590496,3,3,2
U_1590653,2,2,1
U_1590662,2,2,2
U_1590711,3,3,2
U_1591042,2,2,2
U_1591059,2,2,1
U_159399,2,2,2
U_159522,3,3,3
U_159580,2,2,1
U_159610,2,2,1
U_159967,2,2,2
U_160094,2,2,1
U_16024,2,2,2
U_160351,4,4,2
U_160448,3,3,1
U_160540,2,2,2
U_160639,3,3,1
U_160918,2,2,2
U_161168,8,8,5
U_161212,2,2,1
U_161216,2,2,1
U_161266,2,2,1
U_1613293,4,4,3
U_1613390,2,2,2
U_1613499,2,2,2
U_161575,3,3,3
U_16161,6,6,3
U_161637,4,4,3
U_161837,3,3,2
U_161845,3,3,1
U_161899,5,5,2
U_161928,2,2,2
U_161998,2,2,1
U_162233,2,2,2
U_162680,3,3,1
U_162739,13,13,3
U_162955,2,2,2
U_163167,2,2,1
U_1633491,4,4,2
U_163412,2,2,1
U_1634381,2,2,2
U_1634595,2,2,2
U_1635079,3,3,2
U_1635313,2,2,1
U_1635474,2,2,1
U_1635485,2,2,1
U_1635551,2,2,1
U_1635786,3,3,2
U_163593,2,2,1
U_1635961,2,2,1
U_1636823,2,2,1
U_1637064,2,2,2
U_1637170,3,3,2
U_1637454,2,2,2
U_1637471,3,3,2
U_1637508,2,2,1
U_1637881,2,2,1
U_1637968,4,4,3
U_1638045,2,2,2
U_1638757,2,2,2
U_1639315,2,2,1
U_1639316,3,3,2
U_1639526,2,2,1
U_1640291,2,2,2
U_1640440,3,3,1
U_1640500,2,2,2
U_164071,4,4,2
U_164081,2,2,1
U_1641020,3,3,2
U_164232,2,2,0
U_1642585,6,6,4
U_1642661,3,3,2
U_1642804,3,3,1
U_1642906,2,2,1
U_1643130,2,2,2
U_1643199,2,2,1
U_1643272,2,2,2
U_1643310,3,3,1
U_1643447,2,2,1
U_1643471,2,2,1
U_1643490,5,5,4
U_164493,2,2,1
U_1644971,4,4,2
U_1645005,2,2,1
U_1647125,2,2,1
U_164760,3,3,2
U_1647636,3,3,2
U_1647682,2,2,0
U_1649356,2,2,0
U_1649515,2,2,2
U_164978,3,3,2
U_1651728,3,3,2
U_1651742,2,2,1
U_1651765,2,2,1
U_165180,2,2,2
U_1652301,2,2,2
U_1652549,2,2,1
U_1653160,2,2,2
U_1653886,6,6,5
U_1655717,3,3,3
U_16558,2,2,0
U_165698,7,7,2
U_1657380,6,6,4
U_1657787,2,2,2
U_1657829,2,2,2
U_1658068,2,2,1
U_1658203,2,2,2
U_165860,3,3,2
U_165886,2,2,2
U_165914,3,3,2
U_1659354,2,2,2
U_1659903,2,2,1
U_1660465,2,2,2
U_1660469,4,4,2
U_1660744,2,2,2
U_1661218,5,5,5
U_1661578,2,2,2
U_1661688,7,7,5
U_166227,2,2,0
U_16624,3,3,2
U_1662916,2,2,1
U_1663241,2,2,1
U_166423,2,2,1
U_1664563,3,3,2
U_1664914,2,2,2
U_1665245,4,4,2
U_1665361,2,2,1
U_1665491,2,2,1
U_1665697,3,3,3
U_1665765,2,2,2
U_166588,3,3,1
U_1666526,3,3,2
U_1666857,2,2,1
U_166743,4,4,2
U_1670119,4,4,2
U_1670326,2,2,1
U_1670635,2,2,1
U_1670694,2,2,2
U_1671045,3,3,1
U_167245,3,3,1
U_1672696,2,2,2
U_1672809,5,5,3
U_1673510,2,2,1
U_167643,6,6,3
U_1676866,2,2,2
U_167711,5,5,1
U_167974,3,3,2
U_168231,2,2,1
U_168397,2,2,2
U_168556,2,2,2
U_168570,2,2,1
U_168623,5,5,3
U_168715,2,2,2
U_168875,2,2,1
U_168988,3,3,3
U_16920,2,2,1
U_169271,3,3,3
U_170615,2,2,1
U_170644,2,2,1
U_170695,27,27,14
U_170703,2,2,2
U_170706,2,2,1
U_1709570,2,2,2
U_17100,2,2,1
U_171014,2,2,2
U_171081,6,6,4
U_1711440,2,2,0
U_1711550,3,3,3
U_171164,2,2,2
U_1712024,3,3,1
U_1712028,3,3,2
U_1712089,2,2,1
U_171347,2,2,2
U_171390,13,13,8
U_171402,2,2,1
U_171447,3,3,2
U_1715566,2,2,1
U_1716013,2,2,2
U_171722,2,2,2
U_171736,3,3,1
U_1717824,2,2,1
U_1718493,4,4,2
U_171901,2,2,2
U_1719049,3,3,3
U_1719064,5,5,2
U_171986,2,2,2
U_172122,2,2,1
U_1721479,2,2,2
U_1723387,5,5,2
U_1723935,2,2,2
U_172408,2,2,1
U_172445,2,2,1
U_1724670,4,4,3
U_1725094,2,2,2
U_1725790,2,2,1
U_1725873,2,2,0
U_1726364,3,3,3
U_1726722,2,2,1
U_1727081,2,2,1
U_172714,3,3,1
U_1727424,3,3,1
U_1727593,3,3,2
U_1728291,6,6,3
U_17283,2,2,2
U_1728541,2,2,1
U_1728671,4,4,2
U_1729146,2,2,2
U_172923,3,3,2
U_1729341,2,2,2
U_173109,3,3,2
U_173116,5,5,3
U_1731695,5,5,3
U_173218,4,4,2
U_173223,3,3,2
U_173235,2,2,1
U_173439,2,2,2
U_1734716,3,3,3
U_173518,2,2,0
U_1735318,2,2,2
U_1735541,2,2,2
U_173657,2,2,1
U_1737519,3,3,1
U_1737609,3,3,2
U_173845,2,2,2
U_173952,3,3,1
U_1740164,2,2,1
U_174043,9,9,4
U_174069,3,3,3
U_17417,3,3,2
U_174248,3,3,2
U_174280,2,2,1
U_174290,7,7,3
U_174354,5,5,2
U_174371,2,2,2
U_174377,5,5,3
U_1744293,2,2,2
U_174694,3,3,3
U_174794,2,2,2
U_174872,4,4,1
U_175183,3,3,2
U_17526,2,2,2
U_175545,3,3,2
U_175627,2,2,1
U_175689,2,2,1
U_175783,4,4,4
U_175864,5,5,3
U_176017,2,2,1
U_176354,2,2,1
U_176670,7,7,6
U_176791,2,2,1
U_176806,2,2,2
U_176872,2,2,2
U_176927,2,2,2
U_176931,4,4,3
U_177003,4,4,3
U_177095,3,3,2
U_1772294,2,2,2
U_177270,5,5,2
U_177286,3,3,2
U_17730,6,6,4
U_1773034,3,3,2
U_1773045,3,3,2
U_1774204,6,6,4
U_177432,2,2,1
U_1775705,5,5,3
U_1775968,3,3,3
U_1777575,2,2,1
U_1777757,2,2,1
U_1777800,2,2,2
U_1778173,4,4,3
U_177830,3,3,1
U_1778913,3,3,2
U_1779205,3,3,2
U_178057,3,3,2
U_1780830,3,3,2
U_1781013,5,5,3
U_1781263,2,2,2
U_178168,6,6,2
U_178218,3,3,3
U_178431,7,7,4
U_1784666,2,2,2
U_178517,3,3,2
U_1785259,2,2,2
U_1786,3,3,1
U_178781,6,6,2
U_1788487,4,4,3
U_1788652,2,2,1
U_1788785,2,2,1
U_1788940,3,3,2
U_178975,2,2,1
U_179002,2,2,1
U_1790115,3,3,2
U_1790813,2,2,1
U_1791574,2,2,1
U_179167,2,2,2
U_179190,5,5,3
U_1791945,2,2,2
U_1792114,3,3,2
U_1792147,3,3,2
U_179238,2,2,1
U_1792416,3,3,2
U_1793042,3,3,1
U_179308,2,2,1
U_1793391,2,2,1
U_179412,5,5,3
U_179425,2,2,0
U_179585,2,2,2
U_1796815,9,9,3
U_179687,7,7,3
U_1796955,3,3,2
U_1797034,2,2,2
U_1797159,2,2,1
U_1797631,2,2,1
U_1797875,2,2,1
U_1798129,3,3,2
U_1799945,2,2,1
U_180021,2,2,1
U_180034,3,3,2
U_18016,2,2,1
U_180165,4,4,3
U_180178,2,2,2
U_180254,2,2,2
U_18031,2,2,2
U_180349,3,3,1
U_180355,4,4,3
U_1803901,2,2,2
U_1804218,2,2,1
U_1804223,2,2,2
U_1805874,3,3,2
U_1806105,3,3,2
U_1806199,3,3,2
U_1806307,15,15,4
U_180662,2,2,1
U_18068,4,4,3
U_1807121,2,2,2
U_1807456,2,2,2
U_1807576,3,3,3
U_1808827,2,2,2
U_1812684,3,3,2
U_1815561,2,2,2
U_1816628,3,3,1
U_1818129,3,3,3
U_1818655,2,2,1
U_1819077,4,4,3
U_1819149,2,2,1
U_18243,2,2,1
U_182617,2,2,2
U_1827169,2,2,1
U_1827654,3,3,2
U_18281,4,4,0
U_182815,2,2,2
U_1828696,2,2,1
U_1828891,2,2,2
U_1830325,3,3,3
U_1830528,2,2,1
U_1830605,3,3,2
U_1831414,2,2,1
U_1831415,2,2,1
U_1834613,2,2,2
U_1834651,4,4,3
U_18348,3,3,2
U_183492,2,2,2
U_1835057,5,5,3
U_183574,2,2,2
U_183617,4,4,2
U_18394,3,3,2
U_184185,3,3,2
U_18443,3,3,3
U_184984,2,2,1
U_1850698,10,10,6
U_1853729,3,3,1
U_1855245,2,2,2
U_18555,2,2,2
U_1855905,4,4,3
U_18563,2,2,1
U_18584,2,2,1
U_1858452,2,2,2
U_1859353,6,6,4
U_1860525,3,3,2
U_186190,3,3,2
U_186282,5,5,1
U_1865579,2,2,2
U_1869136,2,2,2
U_1869636,2,2,2
U_1869654,2,2,1
U_187156,3,3,2
U_187202,2,2,2
U_1872425,3,3,2
U_1873193,3,3,3
U_187455,3,3,2
U_1874572,3,3,2
U_1874814,2,2,2
U_1875362,2,2,1
U_1875900,2,2,2
U_1876175,7,7,4
U_1876383,3,3,1
U_187713,2,2,2
U_187790,2,2,2
U_1878099,3,3,2
U_1878332,3,3,1
U_18799,2,2,2
U_188082,3,3,2
U_1880823,4,4,2
U_1880919,4,4,2
U_1881587,2,2,2
U_1882606,4,4,2
U_1882983,2,2,1
U_1883159,5,5,3
U_1883284,2,2,2
U_188331,2,2,2
U_1883353,2,2,1
U_1884081,3,3,1
U_1884184,2,2,2
U_188436,2,2,2
U_188533,2,2,2
U_1885423,2,2,1
U_1886608,2,2,1
U_188794,5,5,4
U_189033,2,2,1
